BROKERTITLE,TYPE,PRICE,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
"Brokered by Brick & Mortar Llc","Multi-family home for sale",1995000,3,3600,"673 Knickerbocker Ave Unit Bldg","Brooklyn, NY 11221","673 Knickerbocker Ave Unit Bldg, Brooklyn, NY 11221","United States","New York","Kings County",Brooklyn,"Knickerbocker Avenue","673 Knickerbocker Ave, Brooklyn, NY 11221, USA",40.6950726,-73.9113766
"Brokered by Sotheby's International Realty - East Side Manhattan Brokerage","Co-op for sale",3495000,3,2179,"129 E 69th St Apt 7B","New York, NY 10021","129 E 69th St Apt 7B, New York, NY 10021","New York","New York County","New York",Manhattan,129,"129 E 69th St #7b, New York, NY 10021, USA",40.7687653,-73.9638365
"Brokered by Modern Spaces Love Your Place",Pending,325000,1,2186,"36 Hamilton Ave Apt 6K","Staten Island, NY 10301","36 Hamilton Ave Apt 6K, Staten Island, NY 10301","New York","Richmond County","Staten Island","Mid Island",36,"36 Hamilton Ave #6b, Staten Island, NY 10301, USA",40.6449121,-74.0787385
"Brokered by Elegran Real Estate And Development","Co-op for sale",500000,2,2195,"142 Joralemon St Ste 14D","Brooklyn, NY 11201","142 Joralemon St Ste 14D, Brooklyn, NY 11201","New York","Kings County",Brooklyn,"Brooklyn Heights",142,"142 Joralemon St #14b, Brooklyn, NY 11201, USA",40.6927721,-73.9936086
"Brokered by Century 21 Bay Benjamin","Condo for sale",349000,1,500,"2 Bay Club Dr Apt 15Z4","Bayside, NY 11360","2 Bay Club Dr Apt 15Z4, Bayside, NY 11360","New York","Queens County",Queens,Bayside,2,"2 Bay Club Dr Apartment 15z4, Bayside, NY 11360, USA",40.778411,-73.781048
"Brokered by Nest Seekers International, Midtown","Townhouse for sale",24950000,5,12000,"6 E 69th St","New York, NY 10021","6 E 69th St, New York, NY 10021","United States","New York","New York County","New York","East 69th Street","6 E 69th St, New York, NY 10065, USA",40.7700688,-73.9679334
"Brokered by Listed New York Elite Inc","House for sale",709999,2,2190,"116-40 148th St","Jamaica, NY 11436","116-40 148th St, Jamaica, NY 11436","United States","New York","Queens County",Queens,"148th Street","116-40 148th St, Jamaica, NY 11436, USA",40.6811881,-73.793438
"Brokered by JM Properties","House for sale",774900,2,1335,"226 Fingerboard Rd","Staten Island, NY 10305","226 Fingerboard Rd, Staten Island, NY 10305","United States","New York","Richmond County","Staten Island","Fingerboard Road","226 Fingerboard Rd, Staten Island, NY 10305, USA",40.6058796,-74.0681791
"Brokered by NY Empire Real Estate","Co-op for sale",275000,1,2165,"98-20 62 Dr Unit 15F","Rego Park, NY 11374","98-20 62 Dr Unit 15F, Rego Park, NY 11374","New York","Queens County",Queens,"Rego Park",9820,"9820 62nd Dr Apt 15h, Rego Park, NY 11374, USA",40.7334099,-73.85851
"Brokered by Brown Harris Stevens","Co-op for sale",439000,1,2182,"212 E 84th St Apt 2C","Manhattan, NY 10028","212 E 84th St Apt 2C, Manhattan, NY 10028","New York","New York County","New York",Manhattan,212,"212 E 84th St #2c, New York, NY 10028, USA",40.7770851,-73.9541834
"Brokered by COMPASS","Co-op for sale",425000,1,2204,"24 5th Ave Apt 1512","Manhattan, NY 10011","24 5th Ave Apt 1512, Manhattan, NY 10011","New York","New York County","New York",Manhattan,24,"24 5th Ave Apt 1512, New York, NY 10011, USA",40.7330596,-73.9959886
"Brokered by Coldwell Banker American Homes","Multi-family home for sale",599999,2,2200,"829 Pine St","Brooklyn, NY 11208","829 Pine St, Brooklyn, NY 11208","United States","New York","Kings County",Brooklyn,"Pine Street","829 Pine St, Brooklyn, NY 11208, USA",40.6647996,-73.868117
"Brokered by BHHS Fillmore R.E.","House for sale",680000,2,1296,"605 E 57th St","Brooklyn, NY 11234","605 E 57th St, Brooklyn, NY 11234","United States","New York","Kings County",Brooklyn,"East 57th Street","605 E 57th St, Brooklyn, NY 11234, USA",40.6381159,-73.9218484
"Brokered by Nexthome All Island","Multi-family home for sale",2300000,6,2170,"11549 Inwood St","Jamaica, NY 11436","11549 Inwood St, Jamaica, NY 11436","United States","New York","Queens County",Queens,"Inwood Street","115- 49 Inwood St, Jamaica, NY 11436, USA",40.6818734,-73.7962038
"Brokered by Gateway Arms Realty Corp.","Condo for sale",560000,2,1008,"155 Bay St Apt 4F","Staten Island, NY 10301","155 Bay St Apt 4F, Staten Island, NY 10301","New York","Richmond County","Staten Island","Mid Island",155,"155 Bay St #4f, Staten Island, NY 10301, USA",40.638148,-74.0756332
"Brokered by The Greene Realty Group","Multi-family home for sale",1600000,3,3000,"53 E 126th St","New York, NY 10035","53 E 126th St, New York, NY 10035","United States","New York","New York County","New York","East 126th Street","53 E 126th St, New York, NY 10035, USA",40.8062235,-73.9392312
"Brokered by Brown Harris Stevens - 445 Park Avenue","Condo for sale",699900,1,558,"80 Park Avenue Ave Unit 10B","Manhattan, NY 10016","80 Park Avenue Ave Unit 10B, Manhattan, NY 10016","New York","New York County","New York",Manhattan,80,"80 Park Ave #10b, New York, NY 10016, USA",40.7502793,-73.9795235
"Brokered by ALTA Real Estate","Condo for sale",1650000,2,1493,"150 W 51st St Apt 2116","New York, NY 10019","150 W 51st St Apt 2116, New York, NY 10019","New York","New York County","New York",Manhattan,150,"150 W 51st St APT 2116, New York, NY 10019, USA",40.7612516,-73.9826113
"Brokered by COMPASS","Condo for sale",1249000,2,2158,"271 McDonald Ave Apt 1A","Brooklyn, NY 11218","271 McDonald Ave Apt 1A, Brooklyn, NY 11218","New York","Kings County",Brooklyn,"Windsor Terrace",271,"271 McDonald Ave #1a, Brooklyn, NY 11218, USA",40.648091,-73.98013
"Brokered by Corcoran Park Avenue South","Co-op for sale",438000,1,2169,"162 E 2nd St Apt 1A","New York, NY 10009","162 E 2nd St Apt 1A, New York, NY 10009","New York","New York County","New York",Manhattan,162,"162 E 2nd St #1a, New York, NY 10009, USA",40.7228235,-73.98509
"Brokered by City Realty Group","Co-op for sale",449000,1,2209,"99-72 66 Rd Unit 7C","Rego Park, NY 11374","99-72 66 Rd Unit 7C, Rego Park, NY 11374","New York","Queens County",Queens,"Rego Park",99-72,"99-72 66th Rd #7c, Rego Park, NY 11374, USA",40.7282347,-73.8522092
"Brokered by Douglas Elliman - 575 Madison Ave","Co-op for sale",699000,1,2165,"205 E 10th St Apt 4D","New York, NY 10003","205 E 10th St Apt 4D, New York, NY 10003","New York","New York County","New York",Manhattan,205,"205 E 10th St #4d, New York, NY 10003, USA",40.729738,-73.9861097
"Brokered by Oxford Property Group","Land for sale",1400000,2.5,2163,"501 E 136th St","Bronx, NY 10454","501 E 136th St, Bronx, NY 10454","United States","New York","Bronx County","The Bronx","East 136th Street","501 E 136th St, Bronx, NY 10454, USA",40.8065368,-73.9202661
"Brokered by Listed New York Elite Inc","House for sale",709999,2,2171,"116-40 148th St","Jamaica, NY 11436","116-40 148th St, Jamaica, NY 11436","United States","New York","Queens County",Queens,"148th Street","116-40 148th St, Jamaica, NY 11436, USA",40.6811881,-73.793438
"Brokered by RE MAX Edge","Multi-family home for sale",1139000,3,2520,"2120 E 26th St","Brooklyn, NY 11229","2120 E 26th St, Brooklyn, NY 11229","United States","New York","Kings County",Brooklyn,"East 26th Street","2120 E 26th St, Brooklyn, NY 11229, USA",40.5994335,-73.9458671
"Brokered by Corcoran Park Avenue South","Co-op for sale",438000,1,2178,"162 E 2nd St Apt 1A","New York, NY 10009","162 E 2nd St Apt 1A, New York, NY 10009","New York","New York County","New York",Manhattan,162,"162 E 2nd St #1a, New York, NY 10009, USA",40.7228235,-73.98509
"Brokered by Link Ny Realty","Co-op for sale",600000,2,1000,"100 W 121st St Apt 64","New York, NY 10027","100 W 121st St Apt 64, New York, NY 10027","New York","New York County","New York",Manhattan,100,"100 W 121st St #64, New York, NY 10027, USA",40.8052883,-73.9478167
"Brokered by Voro Llc","House for sale",686000,2,2172,"116-34 146th St","Jamaica, NY 11436","116-34 146th St, Jamaica, NY 11436","United States","New York","Queens County",Queens,"146th Street","116-34 146th St, Jamaica, NY 11436, USA",40.6808451,-73.7952952
"Brokered by COMPASS",Pending,2500000,4,4400,"210 Jefferson Ave","Brooklyn, NY 11216","210 Jefferson Ave, Brooklyn, NY 11216","United States","New York","Kings County",Brooklyn,"Jefferson Avenue","210 Jefferson Ave, Brooklyn, NY 11216, USA",40.6832052,-73.9491758
"Brokered by Keller Williams Rlty Landmark",Pending,1848888,4,3234,"85-26 Edgerton Blvd","Jamaica, NY 11432","85-26 Edgerton Blvd, Jamaica, NY 11432","United States","New York","Queens County",Queens,"Edgerton Boulevard","85-26 Edgerton Blvd, Jamaica, NY 11432, USA",40.7160582,-73.7872685
"Brokered by TALK OF THE TOWN REALTY C","Multi-family home for sale",1479000,2.5,4200,"1272 E 70th St","Brooklyn, NY 11234","1272 E 70th St, Brooklyn, NY 11234","United States","New York","Kings County",Brooklyn,"East 70th Street","1272 E 70th St, Brooklyn, NY 11234, USA",40.6244327,-73.913742
"Brokered by Fillmore Real Estate",Pending,559900,2,1886,"7315 Avenue U","Brooklyn, NY 11234","7315 Avenue U, Brooklyn, NY 11234","United States","New York","Kings County",Brooklyn,"Avenue U","7315 Avenue U, Brooklyn, NY 11234, USA",40.6211924,-73.905796
"Brokered by Prospect We Realty Inc.","House for sale",599000,2,1196,"80 Park Hill Cir","Staten Island, NY 10304","80 Park Hill Cir, Staten Island, NY 10304","United States","New York","Richmond County","Staten Island","Park Hill Circle","80 Park Hill Cir, Staten Island, NY 10304, USA",40.6175888,-74.0775836
"Brokered by Tiffany Moves You Inc","Multi-family home for sale",2480000,6,2740,"57-34 159th St","Fresh Meadows, NY 11365","57-34 159th St, Fresh Meadows, NY 11365","United States","New York","Queens County",Queens,"159th Street","57-34 159th St, Flushing, NY 11365, USA",40.7411879,-73.8094885
"Brokered by Douglas Elliman - 237 Smith St","Multi-family home for sale",5995000,6,6500,"176 Washington Park","Brooklyn, NY 11205","176 Washington Park, Brooklyn, NY 11205","United States","New York","Kings County",Brooklyn,"Washington Park","176 Washington Park, Brooklyn, NY 11205, USA",40.691847,-73.9732656
"Brokered by Corcoran East Side","Condo for sale",4750000,2,2060,"40 E 62nd St Apt 5W","New York, NY 10065","40 E 62nd St Apt 5W, New York, NY 10065","New York","New York County","New York",Manhattan,40,"40 E 62nd St #5b, New York, NY 10065, USA",40.7649484,-73.9694663
"Brokered by Robert Defalco Realty, Inc.","Multi-family home for sale",778000,3,1300,"131 Darnell Ln","Staten Island, NY 10309","131 Darnell Ln, Staten Island, NY 10309","United States","New York","Richmond County","Staten Island","Darnell Lane","131 Darnell Ln, Staten Island, NY 10309, USA",40.5358271,-74.2226504
"Brokered by BESMATCH REAL ESTATE","Multi-family home for sale",1125000,3,3354,"1046 Morris Ave","Bronx, NY 10456","1046 Morris Ave, Bronx, NY 10456","United States","New York","Bronx County","The Bronx","Morris Avenue","1046 Morris Ave, Bronx, NY 10456, USA",40.8296324,-73.9159236
"Brokered by COMPASS","Townhouse for sale",1775000,4,2078,"142 A 31st St","Brooklyn, NY 11232","142 A 31st St, Brooklyn, NY 11232","United States","New York","Kings County",Brooklyn,"East 31st Street","142 E 31st St, Brooklyn, NY 11226, USA",40.6473249,-73.9484704
"Brokered by RE MAX Edge","Condo for sale",888000,2,1146,"1238 63rd St Apt D324","Brooklyn, NY 11219","1238 63rd St Apt D324, Brooklyn, NY 11219","New York","Kings County",Brooklyn,"Dyker Heights",1238,"1238 63rd St #324, Brooklyn, NY 11219, USA",40.6275896,-74.0016198
"Brokered by Henry Watts Real Estate Corporation","Condo for sale",375000,1,2203,"454 Nostrand Ave Unit B","Brooklyn, NY 11216","454 Nostrand Ave Unit B, Brooklyn, NY 11216","United States","New York","Kings County",Brooklyn,"Nostrand Avenue","454 Nostrand Ave., Brooklyn, NY 11216, USA",40.6834585,-73.9504707
"Brokered by RE/MAX Team","House for sale",15000000,2,2169,"89-02 171st St","Jamaica, NY 11432","89-02 171st St, Jamaica, NY 11432","United States","New York","Queens County",Queens,"171st Street","89-02 171st St, Jamaica, NY 11432, USA",40.70971,-73.790302
"Brokered by MAK Estates","Multi-family home for sale",1250000,4,2700,"129 Satterlee St","Staten Island, NY 10307","129 Satterlee St, Staten Island, NY 10307","United States","New York","Richmond County","Staten Island","Satterlee Street","129 Satterlee St, Staten Island, NY 10307, USA",40.5041935,-74.252823
"Brokered by PRIMEROCK REAL ESTATE GROUP INC","Co-op for sale",349000,1,800,"89-22 155th Ave","Howard Beach, NY 11414","89-22 155th Ave, Howard Beach, NY 11414","United States","New York","Queens County",Queens,"155th Avenue","89-22 155th Ave, Howard Beach, NY 11414, USA",40.6662726,-73.8457131
"Brokered by CENTURY 21 Milestone Realty","Co-op for sale",259000,1,2171,"285 E 35th St Apt 2D","Brooklyn, NY 11203","285 E 35th St Apt 2D, Brooklyn, NY 11203","New York","Kings County",Brooklyn,"Little Haiti",285,"285 E 35th St #2d, Brooklyn, NY 11203, USA",40.6482666,-73.9442024
"Brokered by COMPASS","Co-op for sale",575000,1,850,"118 E 60th St Apt 4B","Manhattan, NY 10022","118 E 60th St Apt 4B, Manhattan, NY 10022","New York","New York County","New York",Manhattan,118,"118 E 60th St #4b, New York, NY 10022, USA",40.7630774,-73.9685002
"Brokered by Brown Harris Stevens","Co-op for sale",500000,1,2186,"133 W 140th St Apt 21","Manhattan, NY 10030","133 W 140th St Apt 21, Manhattan, NY 10030","New York","New York County","New York",Manhattan,133,"133 W 140th St #21, New York, NY 10030, USA",40.8178093,-73.9391738
"Brokered by SLATE REALTY LLC","Co-op for sale",399999,1,2183,"648 Grand St Apt 3F","Brooklyn, NY 11211","648 Grand St Apt 3F, Brooklyn, NY 11211","New York","Kings County",Brooklyn,Southside,648,"648 Grand St #3f, Brooklyn, NY 11206, USA",40.7112984,-73.9463142
"Brokered by Serhant","Condo for sale",10800000,6,4544,"50 Bridge Park Dr Unit 22AB","Brooklyn, NY 11201","50 Bridge Park Dr Unit 22AB, Brooklyn, NY 11201","New York","Kings County",Brooklyn,"Brooklyn Heights",50,"50 Bridge Park Dr #22a, Brooklyn Heights, NY 11201, USA",40.692916,-74.0008815
"Brokered by Brown Harris Stevens","Co-op for sale",239000,1,750,"3103 Fairfield Ave Apt 10J","Bronx, NY 10463","3103 Fairfield Ave Apt 10J, Bronx, NY 10463","New York","Bronx County","The Bronx","Spuyten Duyvil",3103,"3103 Fairfield Ave #10j, Bronx, NY 10463, USA",40.8836826,-73.9144424
"Brokered by Prime Ny Inc.","Multi-family home for sale",6950000,6,32000,"367 E 201st St","Bronx, NY 10458","367 E 201st St, Bronx, NY 10458","United States","New York","Bronx County","The Bronx","East 201st Street","367 E 201st St, Bronx, NY 10458, USA",40.8694599,-73.882195
"Brokered by qvtopservice","Condo for sale",599999,1,932,"478 Bainbridge St Apt 3A","Bedford Stuyvesant, NY 11233","478 Bainbridge St Apt 3A, Bedford Stuyvesant, NY 11233","New York","Kings County",Brooklyn,"Ocean Hill",478,"478 Bainbridge St. #3a, Brooklyn, NY 11233, USA",40.6822675,-73.9178308
"Brokered by Block & Lot Real Estate SVC","Condo for sale",699000,2,1290,"80-06 47th Ave Unit 4P","Elmhurst, NY 11373","80-06 47th Ave Unit 4P, Elmhurst, NY 11373","New York","Queens County",Queens,Elmhurst,80-06,"80-06 47th Ave #4b, Elmhurst, NY 11373, USA",40.7402182,-73.8844499
"Brokered by BERGEN BASIN REALTY","House for sale",649000,2,1188,"2509 Mill Ave","Brooklyn, NY 11234","2509 Mill Ave, Brooklyn, NY 11234","United States","New York","Kings County",Brooklyn,"Mill Avenue","2509 Mill Ave, Brooklyn, NY 11234, USA",40.610384,-73.910535
"Brokered by Benjamin Realty Since 1980","Co-op for sale",224000,1,2184,"67-66 108 St Unit C4","Forest Hills, NY 11375","67-66 108 St Unit C4, Forest Hills, NY 11375","New York","Queens County",Queens,"Forest Hills",6766,"6766 108th St Apt C4, Forest Hills, NY 11375, USA",40.7276199,-73.84686
"Brokered by Douglas Elliman - 575 Madison Ave","Condo for sale",590000,1,579,"400 Central Park W Apt 3T","New York, NY 10025","400 Central Park W Apt 3T, New York, NY 10025","New York","New York County","New York",Manhattan,400,"400 Central Park W #3b, New York, NY 10025, USA",40.7942099,-73.9636725
"Brokered by Sotheby's International Realty - East Side Manhattan Brokerage","Co-op for sale",1050000,2,2186,"205 E 63rd St Apt 19E","New York, NY 10065","205 E 63rd St Apt 19E, New York, NY 10065","New York","New York County","New York",Manhattan,205,"205 E 63rd St #19e, New York, NY 10065, USA",40.7640501,-73.964336
"Brokered by Century 21 Realty First","Multi-family home for sale",2288000,4,3280,"1774 70th St","Brooklyn, NY 11204","1774 70th St, Brooklyn, NY 11204","United States","New York","Kings County",Brooklyn,"70th Street","1774 70th St, Brooklyn, NY 11204, USA",40.6164146,-73.9938038
"Brokered by E Realty International Corp","Condo for sale",838000,2,706,"48 Market St Apt 3A","New York, NY 10002","48 Market St Apt 3A, New York, NY 10002","New York","New York County","New York",Manhattan,48,"48 Market St #3a, New York, NY 10002, USA",40.7118928,-73.9940945
"Brokered by Douglas Elliman - Bayside",Pending,995000,2,2167,"45-53 169 St","Flushing, NY 11358","45-53 169 St, Flushing, NY 11358","United States","New York","Queens County",Queens,"169th Street","45-53 169th St, Flushing, NY 11358, USA",40.7543498,-73.797977
"Brokered by Corcoran Brooklyn Heights","Condo for sale",1345000,2,752,"140 E 63rd St # 4MN","New York, NY 10065","140 E 63rd St # 4MN, New York, NY 10065","New York","New York County","New York",Manhattan,140,"140 E 63rd St #4n, New York, NY 10065, USA",40.7644486,-73.9662417
"Brokered by KELLER WILLIAMS REALTY LANDMARK II","Co-op for sale",339000,1,910,"68-09 Booth St Unit 6M","Forest Hills, NY 11375","68-09 Booth St Unit 6M, Forest Hills, NY 11375","New York","Queens County",Queens,"Forest Hills",68-09,"68-09 Booth St #6c, Forest Hills, NY 11375, USA",40.7244239,-73.8511076
"Brokered by Brown Harris Stevens - 1926 Broadway","Co-op for sale",999000,1,2179,"1010 Fifth Ave Unit 4BB","Manhattan, NY 10028","1010 Fifth Ave Unit 4BB, Manhattan, NY 10028","New York","New York County","New York",Manhattan,1010,"1010 5th Ave #4b, New York, NY 10028, USA",40.7789146,-73.9619806
